search_term,Unique User Count,Result Count,No Results Count,No Result Percentage,Using Autocomplete,Using Free Text
delphinium hybrid assorted,1,1,0,0,1,0
"cosmos lemonade (yellow, pink) (color varies)",1,1,0,0,1,0
garden roses  white,1,1,0,0,0,1
fern felicium,0,1,0,0,1,0
ranunculus pink,2,2,0,0,0,1
emc,1,1,0,0,0,1
butterfly assorted,3,5,0,0,1,3
lilies,9,18,0,0,0,14
rose pink,2,2,0,0,0,1
snow drops,1,1,0,0,0,1
"hot pink stock ",1,2,0,0,0,2
mother of pearl,1,1,0,0,0,1
garlands rosemary 10ft/ box,1,1,0,0,1,0
"bouquets efg flo - promise pride (2 pink roses, 2 peach spray roses, 2 peach minicarnation / carnati",2,2,0,0,2,0
light orange,1,1,0,0,0,1
lisia,2,4,0,0,0,4
green roses,3,6,0,0,0,2
"butter yellow stock ",1,1,0,0,0,1
mixed box,10,41,0,0,0,24
veronica,7,11,0,0,0,5
smilax (table grade),1,1,0,0,1,0
sunrich gold (select),1,1,0,0,0,0
valentine assorted ranunculus,3,22,0,0,0,22
pink hydrangea,3,9,0,0,0,8
vanda,1,1,0,0,0,1
orange dahlias,0,2,0,0,0,0
spray roses snow flake,0,1,0,0,1,0
acacia fernleaf,1,1,0,0,1,0
gunnis euc,1,1,0,0,0,1
moorea,1,1,0,0,0,0
hybrid white quartz,1,1,0,0,0,0
fireland,1,1,0,0,0,1
white panda anemone,1,4,0,0,0,4
ruscus florida,0,2,0,0,2,0
"spray roses brilliant star aries ",1,1,0,0,1,0
"quick ",1,1,0,0,0,1
david austin white,1,1,0,0,0,1
teddy bear sunflower,1,1,0,0,0,0
mini,1,1,0,0,0,1
ranunculus clooney hanoi pink,1,1,0,0,1,0
pa leaves,1,1,0,0,0,0
garden roses princess crown (peach-pink),1,2,0,0,2,0
calla lily import,1,1,0,0,0,1
godetia  white / blush center,1,1,0,0,1,0
floral bouquets,1,1,0,0,0,1
daisy kintaro,1,1,0,0,0,1
"blush ",2,3,0,0,0,0
chiapas,1,1,0,0,0,1
pitto,1,3,0,0,0,2
white rose petals,2,2,0,0,0,2
white roae,0,1,0,0,0,0
"white delphinium ",3,10,0,0,0,5
pink porceline,1,1,0,0,0,1
butterfly rununculus,1,1,0,0,0,1
"blue ",2,3,0,0,0,2
peony coral sunset,1,1,0,0,1,0
orange filler,1,1,0,0,0,0
light pink,4,8,0,0,0,1
sunflower sunbright fancy (3.7 cm head),1,2,0,0,2,0
ruscu,1,1,0,0,0,1
jade,1,1,0,0,0,1
red,11,21,0,0,1,9
greenery euc,1,1,0,0,0,1
garden roses victoria park,1,2,0,0,2,0
dried thypa,1,1,0,0,0,1
hera,1,1,0,0,0,1
kale condor red,1,1,0,0,1,0
ornamental kale,1,1,0,0,0,1
orange alstro,1,2,0,0,0,2
silver,1,3,0,0,0,3
sweetcpeas,1,1,0,0,0,1
"carnation brut ",2,2,0,0,2,0
pink pincushion,1,1,0,0,0,1
asparagus fern,1,1,0,0,0,1
purple alstromeria,1,1,0,0,0,1
alabaster,1,1,0,0,0,1
carnations  yellow,0,1,0,0,0,1
peach aprocott garden rose,0,1,0,0,0,0
tomato vine,0,1,0,0,0,0
japanese amenome,1,1,0,0,0,0
orlaya,4,6,0,0,0,3
pink carnations,0,2,0,0,0,2
"grass ",1,1,0,0,0,0
rinaculus chocolate,1,11,0,0,0,0
aga,5,10,0,0,0,5
"gerbera ",2,3,0,0,0,1
spray tose,0,1,0,0,0,0
veronica white,1,1,0,0,1,0
gypsophil pink,0,1,0,0,0,0
white mini carnations,1,1,0,0,0,1
monochromatic bleach assorted,1,1,0,0,0,0
boxwood,1,2,0,0,0,1
carnation peach,1,1,0,0,1,0
poppies papaver coral,0,1,0,0,1,0
roses sugar doll,1,1,0,0,1,0
purple delphinium,2,3,0,0,0,3
"focal flowers ",1,2,0,0,0,2
calla lilly,2,4,0,0,0,3
dried and preserved flowers eucalyptus baby blue bleached,1,1,0,0,1,0
green spray rose,1,1,0,0,0,1
garlands italian ruscus / plumosa full,1,2,0,0,2,0
carnation moon light,2,2,0,0,2,0
flower bouquets,0,1,0,0,0,1
ranunculus elegance bianco,0,1,0,0,1,0
mixed greensroses,1,1,0,0,0,0
sunset,1,1,0,0,0,1
sword fern,2,2,0,0,0,2
sweet peas yuki,2,2,0,0,2,0
coral roses,1,2,0,0,0,2
cremon linette,1,1,0,0,0,0
garden roses shine on (orange to yellow color),1,2,0,0,2,0
darlington,0,1,0,0,0,0
sand,1,1,0,0,0,1
babysbreath garland,1,1,0,0,0,1
mini carnation (spray) burgundy,0,1,0,0,1,0
hebes,3,5,0,0,0,5
pennycres,0,1,0,0,0,0
delphinium sea waltz,0,3,0,0,3,0
safflower orange,0,1,0,0,1,0
white calla lilies,1,1,0,0,0,1
white majolica,1,1,0,0,0,1
black flower,1,2,0,0,0,1
pom pom,1,1,0,0,0,1
dark red,1,1,0,0,0,0
sweet peas assorted .,1,1,0,0,1,0
hypericum polar white,1,1,0,0,1,0
sweet love,1,1,0,0,0,1
stocks,1,1,0,0,0,1
ranunculus pastel,1,1,0,0,0,1
garden ro,0,2,0,0,0,2
dried and preserved flowers  palm leaf sun cut (natural),0,2,0,0,2,0
garden roses country blues (lavender / mauve),3,4,0,0,4,0
chrysanthemum disbuds/ mums cremon assorted,1,1,0,0,1,0
tip top,1,1,0,0,0,1
pink x,1,1,0,0,0,1
magic times,1,2,0,0,0,2
nigella white,1,1,0,0,1,0
yellow spray roses,1,1,0,0,0,1
white ros s,1,1,0,0,0,0
white wax,0,1,0,0,0,0
spray carnations,1,1,0,0,0,0
limonium,19,51,0,0,0,18
white flower,1,2,0,0,0,2
farvolia eucaluptus,1,1,0,0,0,1
"aga - yellow s (2 roses lighthouse, 1 elegance yellow, alstroemeria yellow, stock yellow, solidago y",2,2,0,0,0,0
roses tinted/dyed toppings machiatto (tinted/ dyed),1,1,0,0,1,0
white scabiosa,4,13,0,0,0,2
amaranthus bronze hanging,2,2,0,0,2,0
green,14,20,0,0,0,11
roses frutteto .,2,3,0,0,3,0
tropical bouquets,1,1,0,0,0,1
wedding seasoned rose leonora,1,1,0,0,0,1
white cloud,0,1,0,0,0,0
toffee rose,0,1,0,0,0,1
garlands sle israeliplumosus springeri 10ft 5in wide 305 cm,1,6,0,0,0,0
cream roses,1,1,0,0,0,0
whtie orchids,1,1,0,0,0,1
scabiosa focal scoop white,1,1,0,0,1,0
carnation exclusive japanese poly minami,1,1,0,0,1,0
burgundy astrantia,1,1,0,0,0,1
roses coldplay,3,3,0,0,3,0
bouquets rose,0,1,0,0,0,0
mixed box florida assorted growers choice 5 varieties evergreens,0,2,0,0,2,0
garden roses dark x pression,1,1,0,0,1,0
roses bimba,0,1,0,0,1,0
"sweet peas baby ",1,1,0,0,0,0
bouquets aga - bloom vanilla (rose playa blanca 4 sahara 4 carn light pink 4 delph blue 4 scabiosa v,1,1,0,0,1,0
easter assorted 1,1,2,0,0,0,2
roses snowy jewel,1,2,0,0,2,0
gypsophilia (babys breath) million star (small head size) 250 gr. 10 st/bu,0,1,0,0,1,0
lavender haze,1,1,0,0,0,1
"green dragon ",1,3,0,0,0,0
"hydrangea premium ",1,1,0,0,0,0
green berzelia,1,1,0,0,0,1
hanging am,1,1,0,0,0,1
mascarpone,1,1,0,0,0,1
hydrangea purple,1,1,0,0,0,0
liligrass,0,1,0,0,0,0
roses cafe del mar,1,1,0,0,1,0
assorted box,1,2,0,0,0,2
red carnations,1,2,0,0,0,0
hydrangeas white,1,4,0,0,0,0
"lavender delphinium ",0,1,0,0,0,0
carnation jodie,1,1,0,0,1,0
mayra rose,1,1,0,0,0,1
frutteto,1,1,0,0,0,1
"aga - combo 12 (25 rose light pink, 20 scab bon bon vainilla, freesia white, marigold orange, 10 ran",1,1,0,0,1,0
taupe roses,1,1,0,0,0,1
copper cushion mum,1,1,0,0,0,1
gloriosa lilies,1,1,0,0,0,1
dried and preserved flowers lotus pods copper (metallic) (tinted / dyed),0,1,0,0,1,0
"garden roses ohara ",1,1,0,0,0,1
white farm choice (shades may vary),1,1,0,0,0,0
white anemone,3,5,0,0,0,4
ranunculus peach,1,1,0,0,0,1
"hydrangea select grade assorted (10 mini green, 5 white, 5 blue)",0,1,0,0,1,0
tropical greens,2,3,0,0,0,3
cs bash,1,1,0,0,0,1
spray roses green rosever,0,1,0,0,1,0
bouquets nev - tinted vibrations ( 3 tinted roses multicolor 3 tinted roses bicolor 1 leather leaf 1,1,1,0,0,1,0
scabios,1,1,0,0,0,1
red garden,1,1,0,0,0,0
eucalyptus baby blue,2,2,0,0,2,0
mini calla picasso (or similar color),0,2,0,0,2,0
ranunculus  butterfly,1,2,0,0,0,2
lilly asiatic,0,1,0,0,0,1
lambs ear,2,3,0,0,0,3
baby breath garland,1,1,0,0,0,1
kniphofia,1,2,0,0,0,2
kehla,1,1,0,0,0,1
romantic antike,1,1,0,0,0,1
white delphinium,6,8,0,0,0,6
"alstroemeria frozen ",1,2,0,0,2,0
peach bouquet,1,2,0,0,0,0
garden roses assorted,1,2,0,0,2,0
delph sky,1,2,0,0,0,2
gypsophilia xlence,1,1,0,0,0,1
"cafe late ",1,1,0,0,0,1
agonis,2,4,0,0,0,4
bouquet assorted,1,1,0,0,0,1
garden spray roses be gentle,1,2,0,0,2,0
clooney white,1,1,0,0,0,1
shimmer roses,1,1,0,0,0,1
pink roses 60cm,0,2,0,0,0,0
garden roses baronesse,1,2,0,0,2,0
ruscus teal-aqua (airbrushed),1,1,0,0,1,0
"roses ocean song ",2,6,0,0,6,0
eleagnus elaeagnus,1,1,0,0,1,0
orange ranunc,2,2,0,0,0,2
pin cushion,1,1,0,0,0,1
jessika,1,5,0,0,0,5
"greens assorted (20 eucalyptus silver dollar, parvofilia, baby blue, pittosporum brillantina, coccul",1,2,0,0,0,0
"roses phoenix ",1,2,0,0,2,0
freesia,9,12,0,0,0,9
spider mums,0,1,0,0,0,0
hydrangea blue,1,3,0,0,0,0
grden roses,1,1,0,0,0,1
pink campanula,1,1,0,0,0,1
"bouquets romeo assorted (3 green pit, 2 red ti, 1 baby breath, 2 tree fern & 1 var lilly grass)",1,1,0,0,1,0
" blue",1,1,0,0,0,1
pink peonies,1,1,0,0,0,1
spray carnation,2,3,0,0,0,3
rose peta,1,1,0,0,0,1
baby breath,9,25,0,0,0,5
"mixed box ca assorted greenery 5 bunches euyonymus- pitto, 10 bunches euc",1,1,0,0,1,0
roses pink,4,8,0,0,0,2
dried and preserved flowers statice purple,0,3,0,0,3,0
ranunculus cream,1,1,0,0,0,1
monster,0,2,0,0,0,2
scabiosa focal lavender,1,1,0,0,1,0
pink roses 60 cm,1,1,0,0,0,0
roses sweet akito,1,1,0,0,1,0
fall,5,45,0,0,0,45
" ruscus",1,1,0,0,0,1
roses novia,0,2,0,0,2,0
anthurium medium assorted,1,1,0,0,1,0
vanilla scoop,1,1,0,0,0,1
succulents (no roots) assorted 10 cm,0,1,0,0,1,0
garlands bay leaf/ olive 15ft/ box,1,1,0,0,1,0
antique hydreangea,1,1,0,0,0,1
red bud,1,1,0,0,0,1
"ruscus ",4,4,0,0,0,1
hot pink spray rose,1,3,0,0,0,3
popp,1,1,0,0,0,1
forgetmenot blue,0,1,0,0,0,0
alstro peach,1,1,0,0,0,1
orange tulip,1,1,0,0,0,1
"bouquets efg flo - her voice matters (1 purple hydrg, laven sp roses, tint dark raspberry ruscus, 2 ",0,1,0,0,1,0
bouquets aga - petite bqt 2 25 cm 15 st (2 carn lizzy 2 delph blush 2 tiffany 2 moody blues 2 static,0,1,0,0,1,0
vines,1,1,0,0,0,1
white rosees,1,1,0,0,0,1
daffodils assorted (doubles),0,1,0,0,0,1
yarrow cream cottage,1,1,0,0,1,0
"mixed box foliage ",1,2,0,0,0,2
rose cool,1,4,0,0,0,0
" white hydrangea ",1,2,0,0,0,0
hydrangea all in one assorted,1,2,0,0,1,1
pink tose,0,1,0,0,0,0
cappuccino rose,1,3,0,0,0,0
"eucalyptus assorted (35 silver dollar, gunni)",0,1,0,0,1,0
carnation+green+(tinted/+dyed),1,1,0,0,1,0
roses andrea,1,1,0,0,1,0
dark red roses,0,1,0,0,0,0
carnation green (tinted/ dyed),1,1,0,0,1,0
silva rose,1,1,0,0,0,1
chrysant,1,1,0,0,0,1
free spirit,9,13,0,0,0,11
greenery filler,0,1,0,0,0,0
dried and preserved flowers pampas grass natural dried,0,2,0,0,2,0
tutti frutti,1,1,0,0,0,1
chrysanthemum disbuds/ mums cremon romancero,1,1,0,0,1,0
rose hydrangea,0,2,0,0,0,2
glorio,0,1,0,0,0,1
chrysanthemum disbuds/ mums bombon (ball) aragon,0,1,0,0,1,0
anemone easter light pink (tinted/ dyed),0,1,0,0,1,0
"mini carnations ",1,1,0,0,0,0
gloria pritchett mood board,1,1,0,0,0,1
sage,1,2,0,0,0,2
butterfly ranuculus,0,3,0,0,0,0
peach coral rose,1,1,0,0,0,0
cytrium,1,1,0,0,0,1
white peony,4,6,0,0,0,6
anemone anemone easter rainbow assorted (tinted/ dyed),2,2,0,0,2,0
black bacarra,1,1,0,0,0,1
peace rose,1,2,0,0,0,0
heliconia,5,13,0,0,0,12
tuberos,1,2,0,0,0,2
"snapdragons ",0,1,0,0,0,0
"garlands gyp babys breath (9 ft long, 6-8 in width)",1,3,0,0,3,0
167 assorted,1,1,0,0,0,1
caucasian (white),1,1,0,0,0,0
mix boxes,0,2,0,0,0,0
assort,1,1,0,0,0,1
gerbera dasies,1,1,0,0,0,1
ykn,0,9,0,0,0,9
peach gerbera,0,1,0,0,0,0
manic tine,0,2,0,0,0,0
spray rose sandy,1,1,0,0,0,0
garden roses issei (peach to sand color),1,2,0,0,2,0
"blue hydrangea ",1,2,0,0,0,0
avalanche pink,1,1,0,0,0,1
blue sweet pea,1,1,0,0,0,1
pale yellow,0,1,0,0,0,0
levante anemone,1,1,0,0,0,1
soul,1,1,0,0,0,1
santini yellow,1,1,0,0,0,0
delphinium belladonna dark blue,1,1,0,0,1,0
" butterfly ranun",1,1,0,0,0,1
tropical mix,0,1,0,0,0,0
delphinium hybrid,1,1,0,0,0,1
qis,0,1,0,0,0,0
dried amaranth,1,1,0,0,0,1
"hydrangea  ",0,1,0,0,0,0
"roses assorted (orange crush, hot pink)",0,1,0,0,0,0
helleborus assorted,2,3,0,0,3,0
lavender spray roses,1,1,0,0,0,0
roses gotcha,1,1,0,0,1,0
chrysanthemum spray pom daisy white,1,1,0,0,1,0
roses tinted/dyed toppings cocoa milk,1,2,0,0,2,0
"callas ",1,1,0,0,0,0
candy,3,9,0,0,0,9
campanella,1,1,0,0,0,1
"bouquets aga - orange l (5 eucalyptus baby blue, 4 marigold orange, roses hornbill, tycoon, alquimia",1,1,0,0,0,1
"garden roses tip top (orange, light pink)",4,6,0,0,6,0
tulips double assorted farm choice (shades may vary),0,1,0,0,1,0
"pink expression ",0,2,0,0,0,2
aazur antique rose,1,1,0,0,0,1
lilac branch,0,1,0,0,0,0
garden roses dory,2,8,0,0,8,0
"eucalyptus assorted (35 gunni, parvifolia)",0,1,0,0,1,0
"lavender ",2,2,0,0,0,1
fern fancy fern / cleopatra,1,1,0,0,1,0
fahrenheit daisy,1,1,0,0,0,0
statice peach,2,2,0,0,1,1
blueocean,1,1,0,0,0,1
garden roses sweet eye,1,3,0,0,3,0
geraldine,0,1,0,0,0,0
